# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2394725	2395231	-	ACT39916.1			predicted fimbrial-like adhesin protein	yfcR		ECB_02260	507	168	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2395248	2396000	-					yfcS		ECB_02261	753		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2395248	2396000	-	ACT39917.1			predicted periplasmic pilus chaperone	yfcS		ECB_02261	753	250	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2396020	2398665	-					yfcTU		ECB_02262	2646		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2396020	2398665	-	ACT39918.1			predicted outer membrane export usher protein	yfcTU		ECB_02262	2646	881	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2398748	2399311	-					yfcV		ECB_02263	564		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2398748	2399311	-	ACT39919.1			predicted fimbrial-like adhesin protein	yfcV		ECB_02263	564	187	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2399991	2400476	-					sixA		ECB_02264	486		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2399991	2400476	-	ACT39920.1			phosphohistidine phosphatase	sixA		ECB_02264	486	161	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2400679	2402823	-					yfcX		ECB_02265	2145		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2400679	2402823	-	ACT39921.1			fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase	yfcX		ECB_02265	2145	714	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2402823	2404133	-					yfcY		ECB_02266	1311		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2402823	2404133	-	ACT39922.1			acetyl-CoA acetyltransferase	yfcY		ECB_02266	1311	436	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2404314	2404598	-					yfcZ		ECB_02267	285		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2404314	2404598	-	ACT39923.1			hypothetical protein	yfcZ		ECB_02267	285	94	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2404964	2406310	+					fadL		ECB_02268	1347		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2404964	2406310	+	ACT39924.1			long-chain fatty acid outer membrane transporter	fadL		ECB_02268	1347	448	
gene	pseudogene	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2406676	2408512	+					yfdF		ECB_02269	1837		pseudo
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2407457	2407960	-					insB-18		ECB_02270	504		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2407457	2407960	-	ACT39925.1			IS1 protein InsB	insB-18		ECB_02270	504	167	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2407879	2408154	-					insA-18		ECB_02271	276		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2407879	2408154	-	ACT39926.1			IS1 protein InsA	insA-18		ECB_02271	276	91	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2408694	2409449	-					vacJ		ECB_02272	756		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2408694	2409449	-	ACT39927.1			predicted lipoprotein	vacJ		ECB_02272	756	251	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2409743	2410675	+					yfdC		ECB_02273	933		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2409743	2410675	+	ACT39928.1			predicted inner membrane protein	yfdC		ECB_02273	933	310	
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2410751	2410825	+					argW		ECB_t00038	75		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2410751	2410825	+				tRNA-Arg	argW		ECB_t00038	75		
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2410921	2411856	-					dsdC		ECB_02274	936		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2410921	2411856	-	ACT39929.1			DNA-binding transcriptional dual regulator	dsdC		ECB_02274	936	311	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2412074	2413411	+					dsdX		ECB_02275	1338		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2412074	2413411	+	ACT39930.1			predicted transporter	dsdX		ECB_02275	1338	445	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2413429	2414757	+					dsdA		ECB_02276	1329		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2413429	2414757	+	ACT39931.1			D-serine dehydratase	dsdA		ECB_02276	1329	442	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2414865	2416403	-					emrY		ECB_02277	1539		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2414865	2416403	-	ACT39932.1			predicted multidrug efflux system	emrY		ECB_02277	1539	512	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2416403	2417566	-					emrK		ECB_02278	1164		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2416403	2417566	-	ACT39933.1			EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component	emrK		ECB_02278	1164	387	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2417982	2418596	+					evgA		ECB_02279	615		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2417982	2418596	+	ACT39934.1			DNA-binding response regulator in two-component regulatory system with EvgS	evgA		ECB_02279	615	204	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2418601	2422194	+					evgS		ECB_02280	3594		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2418601	2422194	+	ACT39935.1			hybrid sensory histidine kinase in two-component regulatory system with EvgA	evgS		ECB_02280	3594	1197	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2422250	2423395	-					yfdE		ECB_02281	1146		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2422250	2423395	-	ACT39936.1			predicted CoA-transferase, NAD(P)-binding	yfdE		ECB_02281	1146	381	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2423469	2424413	-					yfdV		ECB_02282	945		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2423469	2424413	-	ACT39937.1			predicted transporter	yfdV		ECB_02282	945	314	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2424483	2426177	-					yfdU		ECB_02283	1695		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2424483	2426177	-	ACT39938.1			hypothetical protein	yfdU		ECB_02283	1695	564	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2426231	2427481	-					yfdW		ECB_02284	1251		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2426231	2427481	-	ACT39939.1			formyl-coenzyme A transferase	yfdW		ECB_02284	1251	416	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2427994	2428626	-					yfdX		ECB_02285	633		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2427994	2428626	-	ACT39940.1			hypothetical protein	yfdX		ECB_02285	633	210	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2428922	2429197	+					ypdI		ECB_02286	276		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2428922	2429197	+	ACT39941.1			predicted lipoprotein involved in colanic acid biosynthesis	ypdI		ECB_02286	276	91	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2429274	2429516	-					yfdY		ECB_02287	243		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2429274	2429516	-	ACT39942.1			predicted inner membrane protein	yfdY		ECB_02287	243	80	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2429869	2430789	+					ddg		ECB_02288	921		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2429869	2430789	+	ACT39943.1			lipid A biosynthesis palmitoleoyl acyltransferase	ddg		ECB_02288	921	306	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2431281	2432519	-					yfdZ		ECB_02289	1239		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2431281	2432519	-	ACT39944.1			hypothetical protein	yfdZ		ECB_02289	1239	412	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2432896	2434593	+					ypdA		ECB_02290	1698		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2432896	2434593	+	ACT39945.1			predicted sensory kinase in two-component system with YpdB	ypdA		ECB_02290	1698	565	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2434608	2435342	+					ypdB		ECB_02291	735		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2434608	2435342	+	ACT39946.1			predicted response regulator in two-component system withYpdA	ypdB		ECB_02291	735	244	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2435355	2436212	+					ypdC		ECB_02292	858		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2435355	2436212	+	ACT39947.1			predicted DNA-binding protein	ypdC		ECB_02292	858	285	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2436215	2438710	-					ypdD		ECB_02293	2496		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2436215	2438710	-	ACT39948.1			fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component	ypdD		ECB_02293	2496	831	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2438735	2439772	-					ypdE		ECB_02294	1038		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2438735	2439772	-	ACT39949.1			predicted peptidase	ypdE		ECB_02294	1038	345	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2439772	2440857	-					ypdF		ECB_02295	1086		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2439772	2440857	-	ACT39950.1			predicted peptidase	ypdF		ECB_02295	1086	361	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2440872	2442119	-					ypdG		ECB_02296	1248		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2440872	2442119	-	ACT39951.1			predicted enzyme IIC component of PTS	ypdG		ECB_02296	1248	415	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2442141	2442467	-					ypdH		ECB_02297	327		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2442141	2442467	-	ACT39952.1			predicted enzyme IIB component of PTS	ypdH		ECB_02297	327	108	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2442686	2443651	-					glk		ECB_02298	966		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2442686	2443651	-	ACT39953.1			glucokinase	glk		ECB_02298	966	321	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2443855	2445111	+					yfeO		ECB_02299	1257		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2443855	2445111	+	ACT39954.1			hypothetical protein	yfeO		ECB_02299	1257	418	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2445226	2445552	+					ypeC		ECB_02300	327		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2445226	2445552	+	ACT39955.1			hypothetical protein	ypeC		ECB_02300	327	108	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2445693	2446931	-					mntH		ECB_02301	1239		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2445693	2446931	-	ACT39956.1			manganese transport protein MntH	mntH		ECB_02301	1239	412	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2447267	2448469	+					nupC		ECB_02302	1203		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2447267	2448469	+	ACT39957.1			nucleoside (except guanosine) transporter	nupC		ECB_02302	1203	400	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2448519	2450708	-					yfeA		ECB_02303	2190		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2448519	2450708	-	ACT39958.1			predicted diguanylate cyclase	yfeA		ECB_02303	2190	729	
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2450917	2450992	-					alaX		ECB_t00039	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2450917	2450992	-				tRNA-Ala	alaX		ECB_t00039	76		
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2451032	2451107	-					alaW		ECB_t00040	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2451032	2451107	-				tRNA-Ala	alaW		ECB_t00040	76		
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2451343	2451687	+					yfeC		ECB_02304	345		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2451343	2451687	+	ACT39959.1			predicted DNA-binding transcriptional regulator	yfeC		ECB_02304	345	114	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2451689	2452081	+					yfeD		ECB_02305	393		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2451689	2452081	+	ACT39960.1			predicted DNA-binding transcriptional regulator	yfeD		ECB_02305	393	130	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2452133	2453548	-					gltX		ECB_02306	1416		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2452133	2453548	-	ACT39961.1			glutamyl-tRNA synthetase	gltX		ECB_02306	1416	471	
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2453807	2453882	+					valU		ECB_t00041	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2453807	2453882	+				tRNA-Val	valU		ECB_t00041	76		
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2453927	2454002	+					valX		ECB_t00042	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2453927	2454002	+				tRNA-Val	valX		ECB_t00042	76		
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454049	2454124	+					valY		ECB_t00043	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454049	2454124	+				tRNA-Val	valY		ECB_t00043	76		
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454129	2454204	+					lysV		ECB_t00044	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454129	2454204	+				tRNA-Lys	lysV		ECB_t00044	76		
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454324	2454665	+							ECB_02307	342		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454324	2454665	+	ACT39962.1			conserved hypothetical protein			ECB_02307	342	113	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454656	2455582	-					yfeR		ECB_02308	927		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2454656	2455582	-	ACT39963.1			predicted DNA-binding transcriptional regulator	yfeR		ECB_02308	927	308	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2455672	2456670	+					yfeH		ECB_02309	999		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2455672	2456670	+	ACT39964.1			predicted inner membrane protein	yfeH		ECB_02309	999	332	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2456667	2456885	-					ypeB		ECB_02310	219		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2456667	2456885	-	ACT39965.1			hypothetical protein	ypeB		ECB_02310	219	72	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2456887	2458902	-					ligA		ECB_02311	2016		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2456887	2458902	-	ACT39966.1			NAD-dependent DNA ligase LigA	ligA		ECB_02311	2016	671	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2458973	2459959	-					zipA		ECB_02312	987		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2458973	2459959	-	ACT39967.1			cell division protein ZipA	zipA		ECB_02312	987	328	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2460189	2460950	+					cysZ		ECB_02313	762		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2460189	2460950	+	ACT39968.1			putative sulfate transport protein CysZ	cysZ		ECB_02313	762	253	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2461135	2462106	+					cysK		ECB_02314	972		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2461135	2462106	+	ACT39969.1			cysteine synthase A, O-acetylserine sulfhydrolase A subunit	cysK		ECB_02314	972	323	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2462490	2462747	+					ptsH		ECB_02315	258		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2462490	2462747	+	ACT39970.1			phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	ptsH		ECB_02315	258	85	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2462792	2464519	+					ptsI		ECB_02316	1728		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2462792	2464519	+	ACT39971.1			PEP-protein phosphotransferase of PTS system (enzyme I)	ptsI		ECB_02316	1728	575	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2464560	2465069	+					crr		ECB_02317	510		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2464560	2465069	+	ACT39972.1			glucose-specific PTS system enzyme IIA component	crr		ECB_02317	510	169	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2465112	2465963	-					pdxK		ECB_02318	852		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2465112	2465963	-	ACT39973.1			pyridoxine kinase	pdxK		ECB_02318	852	283	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2466068	2466442	+					yfeK		ECB_02319	375		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2466068	2466442	+	ACT39974.1			hypothetical protein	yfeK		ECB_02319	375	124	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2466475	2467209	+					yfeS		ECB_02320	735		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2466475	2467209	+	ACT39975.1			hypothetical protein	yfeS		ECB_02320	735	244	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2467414	2468325	-					cysM		ECB_02321	912		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2467414	2468325	-	ACT39976.1			cysteine synthase B (O-acetylserine sulfhydrolase B)	cysM		ECB_02321	912	303	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	2468459	2469556	-					cysA		ECB_02322	1098		
